ID,heure,temperature,hygrometrie,masse,position
3862,2024/06/09 22:00:00,44.84,26.43,78.8,"18.199975,-60.0322"
3863,2024/06/09 23:00:00,6.74,55.72,83.68,"-18.357081,-169.981907"
3864,2024/06/10 00:00:00,30.63,6.04,69.48,"-23.93945,125.899294"
3865,2024/06/10 01:00:00,36.53,85.05,54.55,"16.035343,36.093992"
3866,2024/06/10 02:00:00,37.89,93.1,98.24,"-70.735699,29.15729"
3867,2024/06/10 03:00:00,40.18,17.87,43.05,"-76.839367,-173.222636"
3868,2024/06/10 04:00:00,0.71,20.16,44.9,"31.324437,173.12763"
3869,2024/06/10 05:00:00,7.68,35.81,79.18,"59.699025,90.486047"
3870,2024/06/10 06:00:00,2.52,93.29,96.07,"-55.989018,-30.044414"
3871,2024/06/10 07:00:00,21.81,0.76,97.15,"29.722474,-108.99128"
3872,2024/06/10 08:00:00,26.92,23.94,38.05,"-32.91144,-8.810136"
3873,2024/06/10 09:00:00,18.85,1.78,94.07,"-67.613793,-137.780772"
3874,2024/06/10 10:00:00,42.82,83.13,38.32,"-44.823239,56.299505"
3875,2024/06/10 11:00:00,4.09,38.34,72.5,"36.944232,-34.837938"
3876,2024/06/10 12:00:00,29.19,79.06,42.44,"-46.257859,2.513713"
3877,2024/06/10 13:00:00,1.19,15.24,85.41,"32.878843,-137.233893"
3878,2024/06/10 14:00:00,2.49,73.24,99.94,"-67.733329,-62.294464"
3879,2024/06/10 15:00:00,10.43,47.36,96.82,"-27.354242,-119.866712"
3880,2024/06/10 16:00:00,27.11,39.19,0.56,"-25.55378,-177.272723"
3881,2024/06/10 17:00:00,29.06,95.5,29.14,"-63.028785,-47.757018"
3882,2024/06/10 18:00:00,36.59,48.67,98.83,"-29.343226,-36.086856"
3883,2024/06/10 19:00:00,13.04,3.36,97.89,"61.54266,-178.489886"
3884,2024/06/10 20:00:00,41.94,1.44,62.74,"-67.55915,82.439435"
3885,2024/06/10 21:00:00,17.27,8.81,90.1,"-50.151914,155.22704"
3886,2024/06/10 22:00:00,35.92,1.12,29.5,"-38.749337,32.76558"
3887,2024/06/10 23:00:00,37.37,58.99,0.19,"-54.152272,13.794473"
3888,2024/06/11 00:00:00,2.69,58.0,38.66,"-37.701343,2.125436"
3889,2024/06/11 01:00:00,3.52,86.73,83.29,"-30.472775,150.502421"
3890,2024/06/11 02:00:00,0.76,65.11,10.08,"5.793544,-48.219934"
3891,2024/06/11 03:00:00,18.49,74.07,95.47,"-21.536382,40.743225"
3892,2024/06/11 04:00:00,46.81,86.03,38.21,"0.706676,-75.97024"
3893,2024/06/11 05:00:00,19.74,67.07,95.38,"-83.25771,138.344707"
3894,2024/06/11 06:00:00,39.97,60.52,19.63,"79.720554,108.722443"
3895,2024/06/11 07:00:00,1.67,39.88,92.3,"-69.951456,179.35512"
3896,2024/06/11 08:00:00,36.02,3.39,70.45,"-26.695714,-44.858318"
3897,2024/06/11 09:00:00,1.06,82.42,28.65,"78.541793,96.669622"
3898,2024/06/11 10:00:00,42.65,13.91,4.67,"74.242274,90.574574"
3899,2024/06/11 11:00:00,1.72,38.39,75.54,"-89.427508,-88.981834"
3900,2024/06/11 12:00:00,40.17,7.85,46.68,"-42.310378,-168.367346"
3901,2024/06/11 13:00:00,41.12,54.79,54.84,"69.241617,55.057208"
3902,2024/06/11 14:00:00,38.13,92.39,18.13,"36.637578,-119.948566"
3903,2024/06/11 15:00:00,24.63,80.66,71.53,"28.065861,-159.949695"
3904,2024/06/11 16:00:00,46.27,46.2,87.73,"-73.489376,121.319643"
3905,2024/06/11 17:00:00,49.25,46.82,64.22,"3.127962,-58.862084"
3906,2024/06/11 18:00:00,5.93,65.6,1.66,"-25.055729,-6.224821"
3907,2024/06/11 19:00:00,32.78,98.77,18.14,"36.644553,175.701889"
3908,2024/06/11 20:00:00,8.92,35.26,10.97,"36.518537,-153.550368"
3909,2024/06/11 21:00:00,29.22,31.17,97.91,"-1.197696,-11.581789"
3910,2024/06/11 22:00:00,37.89,59.25,71.55,"-87.659294,-122.419581"
3911,2024/06/11 23:00:00,35.47,36.71,71.37,"-87.245906,-60.957541"
3912,2024/06/12 00:00:00,48.1,86.56,73.04,"-12.804105,39.158867"
3913,2024/06/12 01:00:00,49.8,76.8,86.86,"-85.966931,-162.675482"
3914,2024/06/12 02:00:00,37.5,57.69,7.19,"-75.05204,18.396715"
3915,2024/06/12 03:00:00,10.44,74.18,10.61,"-29.833983,111.199869"
3916,2024/06/12 04:00:00,8.75,37.2,92.57,"0.486487,-93.586779"
3917,2024/06/12 05:00:00,31.31,93.25,54.49,"-15.038213,-113.460792"
3918,2024/06/12 06:00:00,23.54,32.35,7.36,"34.897833,28.62293"
3919,2024/06/12 07:00:00,8.84,97.92,43.8,"69.373834,-72.706535"
3920,2024/06/12 08:00:00,44.06,88.92,94.65,"-8.333309,-145.072786"
3921,2024/06/12 09:00:00,13.1,65.62,23.19,"-59.83599,18.478948"
3922,2024/06/12 10:00:00,9.13,42.19,25.9,"69.971684,56.874455"
3923,2024/06/12 11:00:00,20.16,70.69,50.85,"-64.401076,140.912632"
3924,2024/06/12 12:00:00,44.47,87.67,46.94,"59.868663,87.951164"
3925,2024/06/12 13:00:00,37.85,87.07,64.44,"49.558693,-29.099635"
3926,2024/06/12 14:00:00,6.85,63.87,15.84,"-73.991321,-156.121299"
3927,2024/06/12 15:00:00,24.81,39.47,34.45,"15.665452,-11.594154"
3928,2024/06/12 16:00:00,28.22,83.53,95.65,"38.425222,-13.917328"
3929,2024/06/12 17:00:00,22.7,35.16,28.51,"-51.212155,1.514288"
3930,2024/06/12 18:00:00,21.3,57.19,75.95,"9.814461,-92.713771"
3931,2024/06/12 19:00:00,22.25,56.33,30.87,"61.865804,154.817135"
3932,2024/06/12 20:00:00,11.51,29.69,36.11,"47.015891,-167.453451"
3933,2024/06/12 21:00:00,32.41,32.4,15.02,"30.224075,-17.564618"
3934,2024/06/12 22:00:00,14.24,41.27,10.68,"79.899714,85.69455"
3935,2024/06/12 23:00:00,10.48,78.17,30.59,"70.017024,-46.453497"
3936,2024/06/13 00:00:00,20.37,85.81,4.32,"-77.953612,127.047586"
3937,2024/06/13 01:00:00,37.57,2.79,59.7,"32.236348,-98.536033"
3938,2024/06/13 02:00:00,21.11,14.76,53.35,"-73.970157,-122.171879"
3939,2024/06/13 03:00:00,43.74,77.54,12.24,"-84.708694,-47.143277"
3940,2024/06/13 04:00:00,15.57,48.15,54.27,"-0.131887,78.48396"
3941,2024/06/13 05:00:00,0.17,77.34,59.26,"-50.392622,48.534373"
3942,2024/06/13 06:00:00,1.75,28.28,12.46,"-13.269488,-44.229518"
3943,2024/06/13 07:00:00,18.28,7.62,12.33,"-10.808969,-173.513455"
3944,2024/06/13 08:00:00,48.31,22.83,15.47,"-29.83085,-60.216471"
3945,2024/06/13 09:00:00,35.44,79.26,94.85,"0.103789,-128.437838"
3946,2024/06/13 10:00:00,46.11,92.87,89.08,"-14.584414,-75.150665"
3947,2024/06/13 11:00:00,17.84,0.88,48.67,"5.149043,9.950331"
3948,2024/06/13 12:00:00,7.24,71.77,25.57,"-48.788591,-103.573704"
3949,2024/06/13 13:00:00,32.97,38.39,79.67,"58.209601,-146.148605"
3950,2024/06/13 14:00:00,44.59,85.03,74.87,"-64.438997,80.589058"
3951,2024/06/13 15:00:00,34.59,91.16,27.03,"37.056659,102.691261"
3952,2024/06/13 16:00:00,3.86,19.92,0.45,"59.324251,28.951351"
3953,2024/06/13 17:00:00,45.82,84.81,12.36,"88.475025,80.835608"
3954,2024/06/13 18:00:00,4.87,13.4,23.08,"51.394529,-53.382373"
3955,2024/06/13 19:00:00,40.75,8.21,28.59,"71.382419,-121.796707"
3956,2024/06/13 20:00:00,19.48,84.72,16.32,"-58.916761,-54.177942"
3957,2024/06/13 21:00:00,43.51,77.88,16.27,"-17.204789,-162.259799"
3958,2024/06/13 22:00:00,17.93,74.29,79.6,"-79.704389,134.456392"
3959,2024/06/13 23:00:00,29.49,87.01,36.19,"51.806339,-66.219865"
3960,2024/06/14 00:00:00,2.01,0.42,52.39,"79.298955,146.670269"
3961,2024/06/14 01:00:00,39.87,80.65,95.34,"17.885286,148.09327"
3962,2024/06/14 02:00:00,33.26,39.48,79.93,"-23.933574,112.074866"
3963,2024/06/14 03:00:00,25.85,66.63,10.35,"-76.68151,11.112447"
3964,2024/06/14 04:00:00,47.19,71.86,44.09,"41.716401,-26.840924"
3965,2024/06/14 05:00:00,28.56,11.76,31.49,"-4.74896,-106.185129"
3966,2024/06/14 06:00:00,22.81,10.45,87.21,"-82.366747,-10.966677"
3967,2024/06/14 07:00:00,37.7,77.43,14.86,"35.046196,-106.148117"
3968,2024/06/14 08:00:00,25.55,19.95,59.54,"-56.857928,-164.905458"
3969,2024/06/14 09:00:00,39.8,13.53,63.6,"84.717738,-119.054322"
3970,2024/06/14 10:00:00,4.96,66.81,97.39,"-19.335493,-16.162877"
3971,2024/06/14 11:00:00,44.9,64.59,85.05,"-40.375305,134.148009"
3972,2024/06/14 12:00:00,34.99,18.41,11.14,"77.625687,167.232065"
3973,2024/06/14 13:00:00,43.79,57.37,18.26,"-83.148596,121.065045"
3974,2024/06/14 14:00:00,29.45,11.19,59.18,"-60.828971,173.135271"
3975,2024/06/14 15:00:00,43.87,81.9,90.52,"-27.532741,-45.333252"
3976,2024/06/14 16:00:00,40.43,33.52,57.93,"85.707908,-144.233151"
3977,2024/06/14 17:00:00,10.49,95.2,59.24,"35.690842,-165.87234"
3978,2024/06/14 18:00:00,44.88,18.61,85.19,"38.348784,111.820952"
3979,2024/06/14 19:00:00,18.14,42.25,66.1,"29.152997,19.529819"
3980,2024/06/14 20:00:00,0.28,27.67,57.75,"-35.057148,-3.715378"
3981,2024/06/14 21:00:00,15.13,31.0,27.98,"1.244281,35.068923"
3982,2024/06/14 22:00:00,48.22,57.43,42.78,"-34.684299,13.43079"
3983,2024/06/14 23:00:00,12.13,62.67,4.29,"83.131297,89.358143"
3984,2024/06/15 00:00:00,14.16,16.7,83.49,"-34.003313,-66.163062"
3985,2024/06/15 01:00:00,12.1,70.83,74.06,"3.526111,45.470335"
3986,2024/06/15 02:00:00,0.02,57.34,67.12,"16.46512,9.420732"
3987,2024/06/15 03:00:00,13.34,20.48,69.98,"-78.530857,127.273769"
3988,2024/06/15 04:00:00,31.44,3.29,12.7,"-75.475917,-50.499319"
3989,2024/06/15 05:00:00,3.22,8.38,58.58,"37.676824,64.758272"
3990,2024/06/15 06:00:00,31.66,95.37,93.89,"-86.869163,0.554662"
3991,2024/06/15 07:00:00,8.6,97.0,76.68,"-1.786206,-171.978267"
3992,2024/06/15 08:00:00,25.84,26.46,37.99,"-31.301749,-140.076493"
3993,2024/06/15 09:00:00,28.88,69.69,14.47,"79.655269,53.359927"
3994,2024/06/15 10:00:00,48.08,49.86,84.61,"85.036041,166.587109"
3995,2024/06/15 11:00:00,26.31,16.52,49.95,"11.798483,31.634011"
3996,2024/06/15 12:00:00,3.47,3.16,20.47,"-35.94159,117.791478"
3997,2024/06/15 13:00:00,0.06,9.49,85.06,"-27.569836,109.084678"
3998,2024/06/15 14:00:00,2.04,88.57,9.15,"53.076159,-136.513264"
3999,2024/06/15 15:00:00,8.94,5.71,24.01,"-4.065059,162.405796"
4000,2024/06/15 16:00:00,18.96,26.33,9.89,"49.956747,-34.37158"
4001,2024/06/15 17:00:00,2.33,29.98,95.2,"-86.615581,-70.196412"
4002,2024/06/15 18:00:00,15.1,9.49,1.21,"89.680966,59.906172"
4003,2024/06/15 19:00:00,46.03,26.42,34.43,"37.119497,-118.72339"
4004,2024/06/15 20:00:00,13.26,26.54,1.32,"-77.774892,-112.860099"
4005,2024/06/15 21:00:00,9.44,46.0,17.99,"32.819558,-128.273184"
4006,2024/06/15 22:00:00,16.19,96.22,23.36,"50.08045,-37.776504"
4007,2024/06/15 23:00:00,1.81,90.08,15.31,"-7.050494,-125.779251"
4008,2024/06/16 00:00:00,2.32,24.99,59.31,"27.235118,23.645805"
4009,2024/06/16 01:00:00,22.34,5.32,18.95,"-53.098831,32.131504"
4010,2024/06/16 02:00:00,0.78,37.7,88.59,"57.525575,-108.710758"
4011,2024/06/16 03:00:00,30.54,54.16,9.46,"-79.909565,-119.389125"
4012,2024/06/16 04:00:00,44.61,90.93,6.51,"-3.474031,48.358814"
4013,2024/06/16 05:00:00,4.95,11.21,56.04,"81.689959,139.670191"
4014,2024/06/16 06:00:00,44.91,86.6,80.42,"54.926188,22.580907"
4015,2024/06/16 07:00:00,2.48,60.77,25.83,"34.538751,167.104417"
4016,2024/06/16 08:00:00,49.23,6.43,69.29,"59.971655,132.988717"
4017,2024/06/16 09:00:00,43.98,94.19,52.02,"2.654675,96.195945"
4018,2024/06/16 10:00:00,4.38,13.16,74.66,"51.698409,175.230454"
4019,2024/06/16 11:00:00,10.38,27.51,29.24,"-58.870255,-120.979372"
4020,2024/06/16 12:00:00,19.92,75.45,61.52,"-35.995093,-31.453343"
4021,2024/06/16 13:00:00,3.95,17.99,15.78,"73.618024,39.706812"
4022,2024/06/16 14:00:00,41.26,43.2,42.05,"-0.415903,8.926868"
4023,2024/06/16 15:00:00,26.06,63.48,22.16,"44.041398,179.883818"
4024,2024/06/16 16:00:00,37.4,68.02,90.57,"13.32383,51.583176"
4025,2024/06/16 17:00:00,8.57,34.38,67.51,"-29.223054,-158.31828"
4026,2024/06/16 18:00:00,17.87,31.39,93.08,"-62.487804,-14.635445"
4027,2024/06/16 19:00:00,36.65,10.45,39.19,"11.193551,-176.029975"
4028,2024/06/16 20:00:00,24.83,47.1,6.55,"47.444108,-141.120117"
4029,2024/06/16 21:00:00,47.81,33.15,55.06,"-45.978363,-23.944409"
4030,2024/06/16 22:00:00,5.83,93.32,41.98,"-86.056996,-43.677347"
4031,2024/06/16 23:00:00,49.68,48.12,81.76,"74.181796,-4.150182"
4032,2024/06/17 00:00:00,14.61,93.3,49.17,"-39.556163,-17.53737"
4033,2024/06/17 01:00:00,27.63,58.66,93.37,"-48.238245,-158.731391"
4034,2024/06/17 02:00:00,34.52,6.91,92.55,"-63.740634,-49.843113"
4035,2024/06/17 03:00:00,7.83,81.54,92.77,"38.4022,140.073673"
4036,2024/06/17 04:00:00,3.58,23.24,80.88,"-15.703023,-26.3826"
4037,2024/06/17 05:00:00,21.66,39.61,16.63,"-75.56559,-83.947268"
4038,2024/06/17 06:00:00,37.32,5.96,79.52,"-48.933349,-152.155071"
4039,2024/06/17 07:00:00,34.97,41.61,41.34,"34.482049,35.929812"
4040,2024/06/17 08:00:00,39.23,14.49,57.76,"-35.286059,21.797703"
4041,2024/06/17 09:00:00,16.89,23.51,24.66,"-22.91063,166.040259"
4042,2024/06/17 10:00:00,20.36,18.13,25.73,"-31.023161,-109.344891"
4043,2024/06/17 11:00:00,9.31,27.98,80.51,"68.563842,-27.718192"
4044,2024/06/17 12:00:00,33.21,39.47,62.88,"30.069643,169.648312"
4045,2024/06/17 13:00:00,24.76,49.7,52.49,"-13.664914,168.165016"
4046,2024/06/17 14:00:00,17.78,87.73,47.37,"35.400035,-39.179641"
4047,2024/06/17 15:00:00,23.04,0.97,72.83,"-34.277381,-120.28725"
4048,2024/06/17 16:00:00,10.91,28.43,9.09,"-46.741118,172.741617"
4049,2024/06/17 17:00:00,48.81,9.89,4.12,"18.000799,51.735234"
4050,2024/06/17 18:00:00,36.68,81.09,21.21,"-48.828352,136.834316"
4051,2024/06/17 19:00:00,13.34,64.65,48.92,"-31.998752,167.047977"
4052,2024/06/17 20:00:00,10.52,65.35,74.37,"71.790905,-81.601235"
4053,2024/06/17 21:00:00,14.76,63.9,23.87,"45.69079,-13.035266"
4054,2024/06/17 22:00:00,34.24,20.66,57.54,"-67.162741,126.548151"
4055,2024/06/17 23:00:00,41.08,72.9,58.85,"-27.740606,-122.946683"
4056,2024/06/18 00:00:00,44.16,86.54,64.94,"-38.322151,-170.434451"
4057,2024/06/18 01:00:00,26.4,68.16,76.38,"46.61321,30.950125"
4058,2024/06/18 02:00:00,39.6,35.85,28.86,"78.731754,11.036415"
4059,2024/06/18 03:00:00,24.29,93.3,79.23,"-12.186232,-147.778144"
4060,2024/06/18 04:00:00,17.07,5.86,86.13,"72.203846,49.542475"
4061,2024/06/18 05:00:00,5.62,42.98,87.12,"-12.197234,23.748762"
4062,2024/06/18 06:00:00,33.27,49.76,46.81,"31.724854,77.262733"
4063,2024/06/18 07:00:00,19.66,97.25,98.8,"-1.777033,156.609331"
4064,2024/06/18 08:00:00,20.48,1.29,12.07,"39.871307,18.33574"
4065,2024/06/18 09:00:00,29.85,17.69,89.28,"6.921184,-8.619975"
4066,2024/06/18 10:00:00,2.29,82.38,49.16,"37.336245,100.016678"
4067,2024/06/18 11:00:00,18.5,52.97,56.35,"-32.676401,-81.428448"
4068,2024/06/18 12:00:00,21.45,56.1,48.03,"-61.137246,49.365499"
4069,2024/06/18 13:00:00,29.08,82.56,48.32,"-77.407567,-175.609461"
4070,2024/06/18 14:00:00,10.43,59.09,26.68,"1.335603,110.616289"
4071,2024/06/18 15:00:00,42.84,23.32,12.98,"1.825344,113.361212"
4072,2024/06/18 16:00:00,25.22,19.51,93.66,"86.119295,178.352028"
4073,2024/06/18 17:00:00,40.09,24.54,96.71,"83.278357,-134.533646"
4074,2024/06/18 18:00:00,24.89,85.81,11.96,"-9.20704,-101.406379"
4075,2024/06/18 19:00:00,16.82,39.04,6.06,"-53.859836,69.558438"
4076,2024/06/18 20:00:00,3.42,80.01,70.91,"-8.651294,-23.331902"
4077,2024/06/18 21:00:00,49.51,89.09,74.61,"-34.444388,-42.893223"
4078,2024/06/18 22:00:00,10.12,33.84,64.97,"-30.760454,42.886667"
4079,2024/06/18 23:00:00,10.33,32.87,50.38,"66.367426,153.942147"
4080,2024/06/19 00:00:00,46.67,7.43,23.36,"74.762561,-25.165392"
4081,2024/06/19 01:00:00,15.59,14.92,76.47,"-46.169693,119.109397"
4082,2024/06/19 02:00:00,48.88,9.84,4.26,"-77.226966,22.962726"
4083,2024/06/19 03:00:00,33.0,72.85,13.94,"9.789634,-45.229548"
4084,2024/06/19 04:00:00,46.24,36.45,80.07,"-45.692386,-161.194611"
4085,2024/06/19 05:00:00,4.9,80.31,55.28,"-53.988607,-4.551006"
4086,2024/06/19 06:00:00,29.58,32.41,88.73,"-65.176187,2.845383"
4087,2024/06/19 07:00:00,27.03,76.8,32.01,"-47.711699,-27.091622"
4088,2024/06/19 08:00:00,18.74,54.21,51.02,"-84.790544,127.692488"
4089,2024/06/19 09:00:00,28.43,62.01,32.38,"69.613542,-72.768266"
4090,2024/06/19 10:00:00,47.35,72.11,84.96,"14.052335,47.068528"
4091,2024/06/19 11:00:00,24.39,45.69,19.21,"-85.781821,-59.426638"
4092,2024/06/19 12:00:00,5.55,10.03,3.61,"24.053394,1.293694"
4093,2024/06/19 13:00:00,15.13,11.35,67.64,"0.072662,-57.553817"
4094,2024/06/19 14:00:00,3.16,93.17,25.39,"-23.564512,25.182388"
4095,2024/06/19 15:00:00,26.45,67.44,72.45,"39.34349,166.260325"
4096,2024/06/19 16:00:00,22.04,85.99,44.97,"16.759401,-129.035619"
4097,2024/06/19 17:00:00,45.41,41.28,46.59,"55.470091,151.224365"
4098,2024/06/19 18:00:00,11.71,93.58,62.71,"-81.366113,-81.002524"
4099,2024/06/19 19:00:00,36.41,92.52,39.41,"-17.670171,84.546788"
4100,2024/06/19 20:00:00,36.15,67.7,58.18,"55.913266,-136.63317"
4101,2024/06/19 21:00:00,39.26,94.02,18.53,"26.294908,156.036309"
4102,2024/06/19 22:00:00,42.74,42.55,6.99,"76.568521,21.478513"
4103,2024/06/19 23:00:00,16.64,57.91,56.66,"-26.679545,171.855065"
4104,2024/06/20 00:00:00,34.04,63.34,33.31,"-22.539976,-162.298248"
4105,2024/06/20 01:00:00,18.15,81.42,70.49,"5.25543,-119.79274"
4106,2024/06/20 02:00:00,21.99,31.44,10.42,"-58.307701,-41.850623"
4107,2024/06/20 03:00:00,22.22,18.44,90.38,"23.672488,-176.936736"
4108,2024/06/20 04:00:00,34.37,86.65,83.62,"81.251245,-159.148731"
4109,2024/06/20 05:00:00,8.35,84.52,39.35,"-0.165229,-93.218267"
4110,2024/06/20 06:00:00,18.47,38.36,1.91,"65.40807,-24.801326"
4111,2024/06/20 07:00:00,20.64,15.43,83.93,"68.408496,92.038861"
4112,2024/06/20 08:00:00,47.07,63.61,92.33,"-5.882907,31.141241"
4113,2024/06/20 09:00:00,10.16,82.94,69.67,"0.718647,-152.188785"
4114,2024/06/20 10:00:00,37.36,31.09,54.8,"59.281257,-81.593192"
4115,2024/06/20 11:00:00,46.56,15.32,39.03,"13.404212,-91.376936"
4116,2024/06/20 12:00:00,44.02,72.39,60.48,"-22.408084,-139.890948"
4117,2024/06/20 13:00:00,24.11,87.13,66.57,"18.586605,-21.570954"
4118,2024/06/20 14:00:00,20.78,66.67,82.18,"30.178929,-81.319375"
4119,2024/06/20 15:00:00,6.78,51.73,79.82,"-65.255234,84.935907"
4120,2024/06/20 16:00:00,1.07,10.72,17.73,"-34.69612,-137.77483"
4121,2024/06/20 17:00:00,24.76,87.58,27.63,"57.569678,-178.939542"
4122,2024/06/20 18:00:00,15.61,8.1,9.16,"70.096249,127.74783"
4123,2024/06/20 19:00:00,46.32,9.68,84.26,"-24.349488,-87.942842"
4124,2024/06/20 20:00:00,27.72,4.56,52.43,"43.0667,-148.890802"
4125,2024/06/20 21:00:00,36.16,83.22,80.9,"47.997519,-89.827136"
4126,2024/06/20 22:00:00,40.61,7.58,13.94,"-28.898041,176.239858"
4127,2024/06/20 23:00:00,5.78,18.64,59.98,"-32.921138,-62.622897"
4128,2024/06/21 00:00:00,43.78,76.05,69.95,"-13.711137,-146.838098"
4129,2024/06/21 01:00:00,17.9,52.21,79.82,"1.813508,-25.465603"
4130,2024/06/21 02:00:00,8.1,23.6,42.25,"85.929937,158.028392"
4131,2024/06/21 03:00:00,45.95,39.94,36.76,"66.202557,75.872503"
4132,2024/06/21 04:00:00,11.41,25.05,2.2,"13.608715,140.510428"
4133,2024/06/21 05:00:00,17.87,38.9,58.42,"50.55097,-59.960417"
4134,2024/06/21 06:00:00,23.26,53.26,39.09,"18.16782,-84.101611"
4135,2024/06/21 07:00:00,9.64,11.53,51.78,"-0.629425,58.273225"
4136,2024/06/21 08:00:00,19.99,66.32,45.8,"-85.333677,135.842278"
4137,2024/06/21 09:00:00,48.33,81.66,6.67,"2.08283,-36.704022"
4138,2024/06/21 10:00:00,45.09,78.43,73.1,"-15.950582,-23.152738"
4139,2024/06/21 11:00:00,49.01,60.94,28.79,"-23.629432,73.316787"
4140,2024/06/21 12:00:00,36.25,79.79,46.9,"-56.072256,-46.244347"
4141,2024/06/21 13:00:00,27.04,93.09,5.39,"83.921995,-177.221255"
4142,2024/06/21 14:00:00,34.23,86.05,94.81,"-7.478068,-142.835398"
4143,2024/06/21 15:00:00,11.61,91.27,63.52,"45.907432,-57.449448"
4144,2024/06/21 16:00:00,3.31,12.53,9.76,"-38.82594,155.367755"
4145,2024/06/21 17:00:00,2.13,32.43,66.95,"-88.041513,-177.878743"
4146,2024/06/21 18:00:00,14.59,96.86,47.81,"31.238878,-130.341869"
4147,2024/06/21 19:00:00,42.88,84.64,94.54,"18.926411,114.568476"
4148,2024/06/21 20:00:00,30.51,62.67,59.72,"-72.335601,85.436633"
4149,2024/06/21 21:00:00,29.38,62.0,76.08,"-29.814545,60.44853"
4150,2024/06/21 22:00:00,18.61,92.91,48.41,"88.666808,-120.681016"
4151,2024/06/21 23:00:00,7.33,11.58,92.43,"-14.363331,-51.460488"
4152,2024/06/22 00:00:00,25.09,78.62,1.98,"-81.88896,155.247798"
4153,2024/06/22 01:00:00,36.5,93.25,9.61,"74.461081,-50.011878"
4154,2024/06/22 02:00:00,40.86,61.58,19.38,"31.97519,152.195357"
4155,2024/06/22 03:00:00,15.9,73.97,78.27,"-35.541519,-149.492668"
4156,2024/06/22 04:00:00,13.44,53.02,49.24,"-61.740276,159.98014"
4157,2024/06/22 05:00:00,40.19,61.93,64.25,"-73.425574,-99.33002"
4158,2024/06/22 06:00:00,14.61,5.81,68.27,"68.32247,-125.713191"
4159,2024/06/22 07:00:00,42.59,79.15,10.52,"-31.656577,76.802919"
4160,2024/06/22 08:00:00,47.58,17.26,86.4,"11.587732,-6.833558"
4161,2024/06/22 09:00:00,0.58,62.61,80.88,"-81.289853,-48.286285"
4162,2024/06/22 10:00:00,37.21,31.29,14.8,"12.583233,52.471751"
4163,2024/06/22 11:00:00,6.34,75.05,38.66,"13.224743,-3.462811"
4164,2024/06/22 12:00:00,6.05,1.3,5.29,"-69.697415,101.815892"
4165,2024/06/22 13:00:00,28.41,1.22,3.02,"83.324662,98.506259"
4166,2024/06/22 14:00:00,12.56,30.67,22.75,"61.370329,116.548363"
4167,2024/06/22 15:00:00,27.41,40.66,99.49,"-61.739768,122.325526"
4168,2024/06/22 16:00:00,17.58,77.42,51.37,"67.87977,160.571468"
4169,2024/06/22 17:00:00,6.81,38.94,57.63,"14.191046,-36.905944"
4170,2024/06/22 18:00:00,31.73,52.99,88.53,"2.637853,118.295193"
4171,2024/06/22 19:00:00,30.53,25.64,15.76,"12.629352,83.124775"
4172,2024/06/22 20:00:00,1.57,9.25,57.81,"18.113022,-24.916733"
4173,2024/06/22 21:00:00,25.05,88.63,8.54,"63.500466,85.794221"
4174,2024/06/22 22:00:00,43.37,78.54,17.38,"-81.186982,-8.654168"
4175,2024/06/22 23:00:00,6.12,61.22,77.83,"5.344725,166.88507"
4176,2024/06/23 00:00:00,32.3,42.9,54.3,"-0.389993,47.632546"
4177,2024/06/23 01:00:00,49.92,98.77,49.14,"16.674702,-134.196767"
4178,2024/06/23 02:00:00,24.06,98.62,35.69,"-65.119568,-139.032591"
4179,2024/06/23 03:00:00,43.79,18.24,18.09,"-71.475212,179.442415"
4180,2024/06/23 04:00:00,10.21,92.45,74.21,"-51.92651,91.102861"
4181,2024/06/23 05:00:00,20.16,23.95,93.09,"-23.891695,-47.342228"
4182,2024/06/23 06:00:00,22.42,5.57,43.12,"23.825155,82.327545"
4183,2024/06/23 07:00:00,4.61,91.23,24.62,"29.142688,113.212524"
4184,2024/06/23 08:00:00,24.24,70.37,14.54,"41.763297,140.641192"
4185,2024/06/23 09:00:00,22.19,5.43,73.49,"75.714057,26.888041"
4186,2024/06/23 10:00:00,12.28,75.96,64.08,"-39.984726,-151.331226"
4187,2024/06/23 11:00:00,29.13,64.21,12.24,"41.462789,8.871708"
4188,2024/06/23 12:00:00,24.16,94.94,62.36,"-86.557876,26.842541"
4189,2024/06/23 13:00:00,34.51,91.66,2.48,"-45.151191,91.175656"
4190,2024/06/23 14:00:00,12.42,9.29,51.58,"82.658241,-77.133554"
4191,2024/06/23 15:00:00,44.59,5.62,18.3,"36.707804,-128.737724"
4192,2024/06/23 16:00:00,5.41,87.84,89.29,"-71.398138,131.60653"
4193,2024/06/23 17:00:00,8.98,32.29,97.39,"-80.896492,-51.790221"
4194,2024/06/23 18:00:00,27.99,19.61,64.08,"37.598937,-78.403315"
4195,2024/06/23 19:00:00,4.71,26.43,5.43,"-22.05559,-86.969216"
4196,2024/06/23 20:00:00,38.54,11.97,98.78,"-16.491694,-137.384688"
4197,2024/06/23 21:00:00,10.27,90.48,14.76,"-59.375216,80.925687"
4198,2024/06/23 22:00:00,46.6,85.92,4.32,"19.257604,-51.352544"
4199,2024/06/23 23:00:00,1.49,86.56,53.29,"-6.963673,62.152889"
4200,2024/06/24 00:00:00,13.17,18.62,26.55,"53.498966,-85.696405"
4201,2024/06/24 01:00:00,39.32,88.01,20.17,"-71.495025,125.157893"
